time,flux
3883.0857516554315,1.000235773640507
3883.0859831349403,1.0004613484212466
3883.086214614332,1.0000869045697833
3883.086446093723,1.0004276664726026
3883.0866775731147,1.000700207431095
3883.086909052507,1.0003537890178165
3883.087140531899,1.0003354482111757
3883.087372011291,1.0003406761981153
3883.087603490683,1.000634129104366
3883.0878349700747,1.0000575935610398
3883.0880664494666,1.0000677067161035
3883.088297928974,1.0001153585314877
3883.088529408366,1.0001909500803525
3883.0887608877583,1.0003657019716625
3883.0889923671502,1.0002828255229637
3883.0894553259336,0.999966489460764
3883.0896868053246,1.0003605596894267
3883.0899182847156,1.0004880882888723
3883.0901497641075,1.0000414810767013
3883.090381243616,1.0001483548425
3883.0906127230082,1.000202177396567
3883.0908442024,1.0004984585580474
3883.0910756817916,1.000256085655338
3883.091307161183,1.0004862027853858
3883.091538640575,1.0004553490919714
3883.091770119967,1.0002168329009389
3883.0920015993593,1.0004721472139415
3883.092233078751,0.9998908122071952
3883.0924645582595,1.00020834813525
3883.0926960376505,1.0002158901491955
3883.0929275170424,1.000097103429551
3883.0931589964343,1.0003332198888735
3883.0933904758263,1.0006337862855503
3883.093621955218,1.0004776323149929
3883.0938534346105,1.000224889143108
3883.094084914001,1.00021554733038
3883.094316393508,1.0001984063895941
3883.0945478729004,1.0003389621040368
3883.0947793522923,0.9999058105303827
3883.0950108316842,1.0003966413697807
3883.095242311076,1.0002935386109548
3883.095473790468,1.0001241861159922
3883.09570526986,1.000233373908797
3883.095936749251,1.0000676210113995
3883.096168228643,1.000120672223131
3883.0963997081517,1.0002925958592115
3883.0966311875436,1.0008047671698876
3883.0968626669355,1.000062221615052
3883.097094146327,0.9999970003353625
3883.0973256257184,0.9996622377618183
3883.0975571051104,1.000231145586495
3883.0977885845027,1.0001791228312102
3883.0980200638946,1.0003321057277226
3883.098251543403,1.0003668161328134
3883.098483022795,0.9999947720130604
3883.098714502186,1.000264484716323
3883.0989459815764,1.0000929038990585
3883.0991774609683,1.000158125178748
3883.0994089403603,1.0003711013680099
3883.0996404197526,1.0005281123856067
3883.099871899261,1.0003812145230735
3883.100103378652,1.0003683588174843
3883.100334858044,1.0002949955909215
3883.100566337436,1.0005004297662379
3883.1010292962196,1.000089818529717
3883.1012607756115,1.000083733495738
3883.101492255004,1.0000323963780848
3883.101723734512,0.9998929548247935
3883.101955213903,1.0001857220934127
3883.1021866932947,1.0002483722319844
3883.102418172687,0.9998585872385182
3883.102649652079,1.000033510539236
3883.1028811314713,1.0002742550525707
3883.1031126108624,0.9999954576506918
3883.10334409037,1.0004141251293819
3883.103575569761,1.0000148269137796
3883.1038070491527,1.0003657019716625
3883.104038528545,1.00004319517078
3883.104270007937,1.000177065918316
3883.104501487329,1.0003043374036498
3883.1047329667203,1.000564879703592
3883.104964446112,1.0000660783267288
3883.10519592562,1.0001138158468168
3883.1054274050125,1.0001034455776416
3883.1056588844044,1.0001622390045364
3883.1058903637963,1.0007341464938506
3883.1063533225793,0.99999520053658
3883.106584801971,1.000361245327058
3883.1068162814795,1.0003225068008825
3883.1070477608714,1.0002462296143864
3883.107279240264,1.0004226098950708
3883.1075107196557,1.000191464308576
3883.1077421990462,1.0000881901403422
3883.1079736784372,1.0000362530897617
3883.1082051579456,1.0001611248433853
